file,charge_duration_s,discharge_duration_s,usable_discharge_duration_s,minimum_wait_after_switching_to_fuel_cell_s,minimum_wait_after_switching_to_electrolysis_s,charge_input_energy_J,usable_output_energy_J,energy_efficiency_pct,peak_output_power_W,max_charge_power_W,charge_end_voltage_V,discharge_start_voltage_V,discharge_min_voltage_V,minimum_usable_fuel_cell_voltage_V
discharge_PEM_full.csv,1084.0,752.0,302.0,16.0,0.0,220.40490466496,8.5502857144375,3.879353650244257,0.19738625329499998,0.21865488425,1.4397,1.4397,-0.064,0.5497500000000001
