min_pv_voltage_V,max_pv_voltage_V,max_available_current_A,max_available_power_mW,min_usable_power_for_charging_mW,min_usable_power_for_load_mW
2.5962,4.2375,0.099675,397.204875,70.23601000000001,70.23601000000001
