real_time,demo_cycle,slot,time_label,interval_label,ems_enabled,ems_status,price_dkk_kwh,price_state,demand_mW,pv_available,target_scenario,actual_scenario,scenario_accepted,reject_reason,scheduler_reason,command,panel_voltage_V,battery_voltage_V,pem_voltage_V,load_voltage_V,pv_current_mA,battery_current_mA,pem_current_mA,load_current_mA,pv_power_mW,battery_power_mW,pem_power_mW,load_power_mW,virtual_battery_soc_percent,virtual_battery_charge_mAh,virtual_battery_capacity_mAh,virtual_battery_charge_state,real_battery_soc_percent,real_battery_charge_mAh,real_battery_capacity_mAh,real_battery_charge_state,real_battery_soc_initialized,real_battery_soc_status,real_battery_initial_lookup_voltage,real_battery_lookup_soc_percent,pem_soc_percent,h2_volume_mL,h2_usable_mL,h2_mode,load_trigger
2026-05-11T16:27:12+02:00,0,0,00:00,00:00-00:15,True,running,0.997293248,HIGH,45.752107382290916,False,5,2,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.7525,3.6145,0.121,4.98275,0.825,0.125,-0.042,-0.033,1.446,0.452,-0.005,-0.164,50.017159704508074,5.001715970450808,10.0,medium,4.539352520036473,90.78705040072946,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.4060622245960763,0.0,7.6,0.0,empty,1
2026-05-11T16:27:20+02:00,0,1,00:15,00:15-00:30,True,running,0.949767445,HIGH,45.04351593954704,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77,3.59575,0.1185,3.55025,0.825,-12.125,-0.042,12.242,1.46,-43.598,-0.005,43.462,49.77845507380925,4.977845507380925,10.0,medium,4.538774259018237,90.77548518036474,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.10562157831486,0.0,7.6,0.0,empty,1
2026-05-11T16:27:28+02:00,0,2,00:30,00:30-00:45,True,running,0.937886041,HIGH,44.33492449680317,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77125,3.59575,0.1185,3.5515,0.85,-12.025,-0.042,12.192,1.506,-43.239,-0.005,43.3,49.50614146705733,4.950614146705734,10.0,medium,4.537452928155821,90.74905856311642,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.10562157831486,0.0,7.6,0.0,empty,1
2026-05-11T16:27:35+02:00,0,3,00:45,00:45-01:00,True,running,0.9318331980000001,HIGH,43.62633305405929,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77375,3.597,0.1185,3.5515,0.9,-12.1,-0.063,12.242,1.596,-43.524,-0.007,43.477,49.23948318530567,4.9239483185305675,10.0,medium,4.536124955297285,90.7224991059457,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.1256509547336107,0.0,7.6,0.0,empty,1
2026-05-11T16:27:42+02:00,0,4,01:00,01:00-01:15,True,running,0.935868409,HIGH,42.91774161131542,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77375,3.5945,0.1185,3.54525,0.9,-13.45,-0.042,13.542,1.596,-48.346,-0.005,48.01,49.013992214750814,4.9013992214750814,10.0,medium,4.534967520452886,90.69935040905771,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.0855922018961164,0.0,7.6,0.0,empty,1
2026-05-11T16:27:50+02:00,0,5,01:15,01:15-01:30,True,running,0.932580502,HIGH,41.50291010179009,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77375,3.59575,0.1185,3.54775,0.9,-13.025,-0.042,13.167,1.596,-46.835,-0.005,46.713,48.75650348862503,4.875650348862503,10.0,medium,4.5336385686241405,90.6727713724828,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.10562157831486,0.0,7.6,0.0,empty,1
2026-05-11T16:27:58+02:00,0,6,01:30,01:30-01:45,True,running,0.914646255,HIGH,40.08807859226475,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.775,3.59825,0.1185,3.5565,0.925,-11.2,-0.042,11.467,1.642,-40.3,-0.005,40.782,48.50662553571278,4.8506625535712775,10.0,medium,4.532334192469237,90.64668384938474,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.145680331152361,0.0,7.6,0.0,empty,1
2026-05-11T16:28:04+02:00,0,7,01:45,01:45-02:00,True,running,0.905604409,HIGH,38.67324708273942,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.775,3.5995,0.1185,3.57775,0.925,-10.8,-0.042,11.042,1.642,-38.875,-0.005,39.506,48.30071454042621,4.8300714540426215,10.0,medium,4.531302358974269,90.62604717948538,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.1657097075711045,0.0,7.6,0.0,empty,1
2026-05-11T16:28:12+02:00,0,8,02:00,02:00-02:15,True,running,0.9190550590000001,HIGH,37.258415573214094,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.77625,3.59575,0.1185,3.53275,0.9,-11.0,-0.042,10.917,1.599,-39.553,-0.005,38.567,48.06870820245212,4.806870820245212,10.0,medium,4.530106047964617,90.60212095929235,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.10562157831486,0.0,7.6,0.0,empty,1
2026-05-11T16:28:20+02:00,0,9,02:15,02:15-02:30,True,running,0.934822245,HIGH,35.309442611181716,False,5,5,1,,"HIGH price, PV unavailable and battery has energy -> battery supplies load.","SCENARIO,5",1.775,3.59825,0.1185,3.564,0.925,-10.175,-0.063,10.317,1.642,-36.612,-0.007,36.77,47.845529843315006,4.7845529843315004,10.0,medium,4.52898681024895,90.579736204979,2000.0,empty,True,python_current_integrated_after_lookup_initialisation,3.68325,3.145680331152361,0.0,7.6,0.0,empty,1
